,x,y,target
0,-38.443328857421875,-27.374927520751953,6.0
1,39.317596435546875,-14.77315902709961,0.0
2,85.50906372070312,-7.587208271026611,5.0
3,38.44637680053711,-14.755660057067871,0.0
4,-0.9544111490249634,6.7888593673706055,1.0
5,-11.726044654846191,68.43924713134766,2.0
6,1.5681484937667847,-18.814434051513672,1.0
7,-26.46440315246582,-46.646568298339844,1.0
8,-34.26960754394531,-25.96827507019043,6.0
9,-39.10512924194336,-14.714555740356445,6.0
10,6.335141181945801,0.517236590385437,9.0
11,-27.177715301513672,-65.08560180664062,1.0
12,-38.92300796508789,-25.60159683227539,7.0
13,20.042861938476562,-45.55070114135742,3.0
14,34.22113800048828,-37.32685089111328,9.0
15,11.41352653503418,12.206140518188477,4.0
16,30.748640060424805,-68.82215881347656,5.0
17,-31.159334182739258,39.40237045288086,2.0
18,55.16315841674805,-3.9460504055023193,0.0
19,-41.35809326171875,-24.725740432739258,6.0
20,53.50802230834961,-52.44985580444336,5.0
21,-67.48170471191406,-11.844122886657715,3.0
22,44.05463409423828,14.97553539276123,8.0
23,7.818092346191406,-11.768278121948242,4.0
24,5.408409118652344,7.307382583618164,9.0
25,2.328860282897949,41.41450881958008,7.0
26,48.318763732910156,-12.887550354003906,0.0
27,5.199436187744141,-58.62814712524414,3.0
28,39.223209381103516,-14.312994003295898,0.0
29,-27.754180908203125,-0.48550307750701904,8.0
30,-2.6499106884002686,-55.27412414550781,3.0
31,0.7758497595787048,-36.741172790527344,1.0
32,40.99589157104492,-6.382557392120361,0.0
33,-48.59295654296875,16.03744125366211,1.0
34,74.24674987792969,-14.493541717529297,5.0
35,-3.7279021739959717,-9.014688491821289,1.0
36,46.493797302246094,-13.748061180114746,0.0
37,86.3658447265625,-11.535913467407227,5.0
38,75.45951843261719,28.440011978149414,5.0
39,-15.492315292358398,28.44451904296875,7.0
40,1.934776782989502,-34.82725143432617,1.0
41,53.708885192871094,-7.531275272369385,0.0
42,2.915457248687744,-71.82007598876953,5.0
43,14.94172477722168,-5.275932312011719,4.0
44,10.130000114440918,-21.429428100585938,4.0
45,-58.75299072265625,36.03070068359375,2.0
46,-34.09260940551758,50.56074142456055,2.0
47,14.784124374389648,52.556983947753906,9.0
48,52.0572509765625,0.38186949491500854,0.0
49,32.74271774291992,43.136375427246094,8.0
50,-64.57498168945312,-22.969528198242188,1.0
51,-27.2387638092041,0.13059839606285095,8.0
52,-28.672704696655273,-25.784252166748047,6.0
53,-3.634037971496582,-52.43718338012695,9.0
54,11.600566864013672,48.97333908081055,7.0
55,48.660179138183594,28.59581756591797,8.0
56,-10.63894271850586,33.1428108215332,7.0
57,72.51721954345703,24.93778419494629,5.0
58,-38.808067321777344,-10.488545417785645,6.0
59,-44.788917541503906,36.64725875854492,1.0
60,-66.28733825683594,-3.7641963958740234,5.0
61,54.60576248168945,2.281099557876587,0.0
62,30.34770965576172,44.51980209350586,8.0
63,38.84214782714844,1.6803085803985596,0.0
64,-11.864770889282227,67.99944305419922,2.0
65,20.692995071411133,-45.2892951965332,3.0
66,-46.94966506958008,42.670780181884766,2.0
67,50.0808219909668,-55.995052337646484,3.0
68,-35.77902603149414,9.803545951843262,7.0
69,0.6896088123321533,-32.90593719482422,4.0
70,-10.35118293762207,67.74181365966797,2.0
71,42.971702575683594,-6.491590976715088,0.0
72,-2.1108274459838867,37.62065124511719,7.0
73,-0.5011461973190308,-32.2899055480957,7.0
74,-32.72803497314453,51.14210891723633,2.0
75,-2.598022699356079,7.621936321258545,7.0
76,-32.09770584106445,-14.564105987548828,6.0
77,-4.674315452575684,-39.04671096801758,1.0
78,-30.15355110168457,-15.527790069580078,6.0
79,2.4471375942230225,-71.10731506347656,3.0
80,35.8974494934082,42.01217269897461,0.0
81,39.033756256103516,11.59341049194336,8.0
82,-40.05506896972656,-23.928255081176758,6.0
83,29.506853103637695,-20.132890701293945,0.0
84,-38.46918869018555,12.912314414978027,2.0
85,-46.66503143310547,75.23519134521484,3.0
86,72.86927795410156,-13.093602180480957,5.0
87,2.589369535446167,-12.28711986541748,4.0
88,-0.7490770816802979,40.668521881103516,7.0
89,-35.68916702270508,-27.120616912841797,6.0
90,-2.8217623233795166,60.143638610839844,4.0
91,-66.81484985351562,-11.980218887329102,5.0
92,20.692995071411133,-45.2892951965332,5.0
93,7.23527717590332,20.220600128173828,1.0
94,-9.523750305175781,34.84779357910156,7.0
95,-60.98884201049805,-41.903175354003906,3.0
96,76.05875396728516,-7.268048286437988,5.0
97,-66.28733825683594,-3.7641963958740234,3.0
98,15.492179870605469,21.6651554107666,4.0
99,77.38357543945312,-16.12872886657715,5.0
100,-28.616558074951172,2.995807647705078,8.0
101,-4.239537239074707,-12.932060241699219,4.0
102,-39.78703308105469,13.010437965393066,1.0
103,-48.64889144897461,41.07969665527344,2.0
104,37.4765739440918,-65.13064575195312,3.0
105,-83.90347290039062,0.6919166445732117,3.0
106,-7.386346340179443,-32.37864685058594,9.0
107,26.75459098815918,42.9847412109375,8.0
108,-17.633798599243164,15.033526420593262,7.0
109,23.504390716552734,47.98555374145508,8.0
110,75.40569305419922,18.61538314819336,5.0
111,-6.545748710632324,65.32589721679688,2.0
112,44.017337799072266,15.335420608520508,0.0
113,-66.84934997558594,-11.425151824951172,5.0
114,-84.77877044677734,1.3879042863845825,9.0
115,80.5006332397461,17.242267608642578,5.0
116,40.02805709838867,34.814144134521484,0.0
117,-30.051502227783203,37.96830749511719,2.0
118,-7.408807754516602,-54.52449035644531,1.0
119,-32.61931610107422,51.17182159423828,2.0
120,-19.23990249633789,66.9223403930664,2.0
121,28.70561981201172,50.01430130004883,8.0
122,-54.781700134277344,6.749268054962158,2.0
123,-29.321489334106445,-55.68143844604492,9.0
124,-2.5185530185699463,60.383140563964844,4.0
125,56.16145706176758,2.187765121459961,8.0
126,-37.301422119140625,-6.680644512176514,7.0
127,14.135514259338379,-83.99737548828125,3.0
128,0.468972384929657,-8.456153869628906,1.0
129,6.2456955909729,-10.889239311218262,9.0
130,-7.001239776611328,-37.8123664855957,7.0
131,45.71747589111328,-14.075994491577148,0.0
132,-3.96700119972229,-32.47929763793945,9.0
133,-85.1944808959961,0.5447918772697449,9.0
134,-4.151513576507568,-51.50407028198242,7.0
135,20.82238006591797,-43.924415588378906,3.0
136,82.35185241699219,3.283897638320923,5.0
137,5.2569899559021,-3.947193145751953,9.0
138,-18.011730194091797,12.319735527038574,7.0
139,-39.858612060546875,-13.317375183105469,7.0
140,21.86903953552246,46.707908630371094,8.0
141,28.42679786682129,49.826778411865234,8.0
142,-15.329597473144531,28.99312973022461,7.0
143,-42.4682502746582,45.92710876464844,2.0
144,-34.02680587768555,-5.280562400817871,7.0
145,30.901029586791992,44.10026550292969,0.0
146,1.0473475456237793,-57.76106643676758,3.0
147,36.017616271972656,43.92103958129883,0.0
148,-28.86501693725586,-25.246570587158203,6.0
149,26.369426727294922,49.83136749267578,8.0
150,54.140899658203125,-52.5416374206543,3.0
151,-4.558194160461426,-10.871169090270996,1.0
152,-43.185123443603516,-14.737329483032227,6.0
153,30.748640060424805,-68.82215881347656,3.0
154,-5.33887243270874,-13.970109939575195,1.0
155,-22.833560943603516,-36.792198181152344,9.0
156,-37.3597526550293,-38.042354583740234,6.0
157,-37.08742904663086,79.54277038574219,9.0
158,-3.0614030361175537,-13.710350036621094,1.0
159,40.84359359741211,29.324697494506836,0.0
160,-55.63335418701172,7.820217609405518,2.0
161,-17.22866439819336,-68.89324188232422,9.0
162,12.07344913482666,-6.802604675292969,4.0
163,45.994380950927734,31.566740036010742,8.0
164,-29.84738540649414,-58.3255615234375,1.0
165,38.45558166503906,32.422386169433594,8.0
166,-66.81484985351562,-11.980218887329102,9.0
167,14.430512428283691,46.91935729980469,8.0
168,34.9947395324707,-36.31208038330078,9.0
169,-50.04216384887695,43.904701232910156,1.0
170,9.765289306640625,-19.644790649414062,4.0
171,-7.594072341918945,65.92977905273438,2.0
172,35.5379524230957,46.08860778808594,8.0
173,5.015898704528809,-21.464086532592773,4.0
174,58.19305419921875,-43.346981048583984,3.0
175,-48.64889144897461,41.07969665527344,1.0
176,19.50350570678711,-46.82401657104492,3.0
177,2.1277263164520264,10.823661804199219,4.0
178,-34.37744140625,-21.15286636352539,6.0
179,5.186868190765381,42.58734893798828,7.0
180,-27.738386154174805,-30.10424041748047,6.0
181,-28.651525497436523,-61.33180618286133,9.0
182,10.637043952941895,31.891071319580078,4.0
183,10.802289009094238,12.437846183776855,9.0
184,13.40345287322998,31.1170597076416,2.0
185,-2.4547178745269775,-12.912019729614258,1.0
186,9.937423706054688,-21.938505172729492,4.0
187,39.77656555175781,24.098888397216797,0.0
188,-37.01593017578125,-37.827091217041016,6.0
189,-1.5862276554107666,5.52601957321167,4.0
190,-39.58099365234375,-9.399252891540527,7.0
191,43.44569778442383,21.631893157958984,0.0
192,74.3953628540039,-14.289037704467773,5.0
193,-37.82148361206055,35.27103805541992,1.0
194,-24.899423599243164,-38.955692291259766,6.0
195,21.293472290039062,-45.209983825683594,9.0
196,-23.007457733154297,64.0251693725586,2.0
197,18.482378005981445,11.602240562438965,4.0
198,3.5725486278533936,-23.977880477905273,4.0
199,5.113052845001221,-22.15495491027832,4.0
200,-0.8924759030342102,5.180665016174316,4.0
201,29.807697296142578,-18.177921295166016,0.0
202,-24.477828979492188,-0.3399459719657898,8.0
203,9.976544380187988,12.122644424438477,4.0
204,5.273595333099365,-84.42288970947266,9.0
205,7.310415744781494,4.746113300323486,4.0
206,-2.7270853519439697,-32.77531814575195,9.0
207,28.176542282104492,-50.94224166870117,5.0
208,51.15351867675781,4.482059955596924,8.0
209,-2.0089540481567383,4.192605018615723,1.0
210,-84.60008239746094,-11.500431060791016,9.0
211,19.813627243041992,-78.9847640991211,3.0
212,43.378684997558594,28.72856330871582,0.0
213,81.79319763183594,2.5487987995147705,5.0
214,32.43870162963867,-16.53403091430664,0.0
215,1.9174389839172363,-58.29615020751953,3.0
216,-43.09538650512695,35.81293869018555,2.0
217,-63.54878616333008,-23.142059326171875,5.0
218,38.955265045166016,35.58639907836914,0.0
219,37.50837326049805,-1.2941133975982666,0.0
220,45.333702087402344,14.875961303710938,0.0
221,12.308812141418457,7.90433406829834,4.0
222,-26.490631103515625,-65.00823211669922,1.0
223,-10.612131118774414,33.20022201538086,7.0
224,5.051517963409424,-84.85758972167969,3.0
225,-0.6333244442939758,41.53707504272461,7.0
226,-13.387222290039062,-37.01072692871094,4.0
227,-10.433762550354004,-40.43869400024414,7.0
228,-54.24302673339844,41.7700309753418,2.0
229,-64.65828704833984,11.046479225158691,2.0
230,14.355978965759277,7.407134056091309,9.0
231,-3.098134756088257,-6.963649749755859,1.0
232,-27.67470932006836,-49.22406768798828,4.0
233,73.43317413330078,-13.783223152160645,5.0
234,-26.41244888305664,-44.05040740966797,6.0
235,-0.5165645480155945,57.507362365722656,2.0
236,11.809889793395996,-15.262443542480469,4.0
237,40.67668151855469,9.580759048461914,8.0
238,-28.178653717041016,-51.10270309448242,9.0
239,35.693580627441406,25.180641174316406,8.0
240,-12.838563919067383,-44.93157196044922,1.0
241,47.301170349121094,27.859878540039062,0.0
242,7.987631320953369,3.565221071243286,4.0
243,43.91720962524414,-0.3277794420719147,0.0
244,-34.950477600097656,10.387861251831055,2.0
245,-4.490499973297119,-3.088369846343994,1.0
246,-2.9659922122955322,35.675907135009766,7.0
247,-42.453392028808594,-16.6749267578125,6.0
248,-2.007986545562744,-11.380324363708496,1.0
249,19.94911003112793,-79.74669647216797,9.0
250,2.4683914184570312,3.18329119682312,1.0
251,24.359432220458984,47.44541931152344,8.0
252,35.023231506347656,-16.707473754882812,0.0
253,-36.5832405090332,-7.470846652984619,6.0
254,8.237768173217773,-9.789549827575684,4.0
255,-15.209770202636719,29.377010345458984,7.0
256,45.236122131347656,21.430591583251953,8.0
257,26.450590133666992,-21.65715980529785,0.0
258,-54.5086555480957,42.08043670654297,2.0
259,38.15065383911133,-65.60486602783203,3.0
260,-11.156387329101562,-34.7408332824707,4.0
261,-31.114604949951172,36.632896423339844,2.0
262,21.33030891418457,-44.65377426147461,9.0
263,12.85655689239502,11.304247856140137,4.0
