,x,y,target
0,28.037778854370117,-60.27310562133789,6.0
1,-0.13836388289928436,29.363306045532227,1.0
2,-19.119840621948242,-32.14577865600586,7.0
3,-65.15882110595703,33.40306091308594,5.0
4,73.28824615478516,2.4810104370117188,3.0
5,-34.035648345947266,-11.270901679992676,7.0
6,43.047061920166016,4.699107646942139,5.0
7,9.450754165649414,14.028672218322754,4.0
8,-19.767555236816406,-50.29100036621094,2.0
9,43.22863006591797,32.715126037597656,9.0
10,-14.449849128723145,-53.691768646240234,2.0
11,14.180763244628906,15.457998275756836,4.0
12,5.109926223754883,58.09263229370117,0.0
13,61.78770446777344,-26.9099178314209,3.0
14,-14.045384407043457,79.6079330444336,8.0
15,42.12748336791992,23.77833366394043,8.0
16,47.889347076416016,19.537761688232422,8.0
17,13.30615234375,25.87763023376465,1.0
18,-65.48086547851562,2.849973440170288,8.0
19,0.6456608772277832,22.00481414794922,7.0
20,14.470381736755371,-25.781909942626953,1.0
21,5.3996806144714355,62.959983825683594,0.0
22,20.73004913330078,-70.54299926757812,6.0
23,-73.3544692993164,27.965608596801758,5.0
24,28.334299087524414,-52.77866744995117,6.0
25,-14.210176467895508,-46.86335754394531,2.0
26,-53.095951080322266,8.946327209472656,7.0
27,-20.961639404296875,45.918174743652344,0.0
28,38.61501693725586,40.89561462402344,9.0
29,-54.90138244628906,-7.2807135581970215,7.0
30,18.841995239257812,54.51835632324219,0.0
31,30.073366165161133,-6.277725696563721,9.0
32,34.67118835449219,-42.98291778564453,6.0
33,57.249305725097656,20.683319091796875,3.0
34,-47.6428108215332,-29.42675018310547,1.0
35,18.431642532348633,24.672779083251953,1.0
36,-61.5339469909668,25.3848876953125,5.0
37,68.0552978515625,8.477964401245117,3.0
38,67.42291259765625,-1.5203741788864136,3.0
39,41.18885803222656,35.26344299316406,9.0
40,-68.88399505615234,31.080965042114258,5.0
41,3.21173357963562,37.46725082397461,1.0
42,-25.546384811401367,56.19181442260742,8.0
43,-13.270363807678223,48.719688415527344,0.0
44,41.14064025878906,-55.17070007324219,6.0
45,-20.22467613220215,43.66426467895508,0.0
46,-16.748437881469727,-52.43280792236328,2.0
47,-34.74774932861328,-36.95258331298828,1.0
48,-62.74074935913086,30.209884643554688,5.0
49,-21.03349494934082,61.88938903808594,8.0
50,-73.45314025878906,27.637174606323242,5.0
51,-13.804912567138672,18.445863723754883,9.0
52,13.865781784057617,68.68810272216797,0.0
53,-25.19239616394043,33.02424621582031,8.0
54,24.04405975341797,-41.390533447265625,1.0
55,15.498147964477539,58.227569580078125,0.0
56,58.37491989135742,-17.325984954833984,3.0
57,-39.94515609741211,-16.609554290771484,7.0
58,-21.887948989868164,41.82040786743164,0.0
59,-29.041561126708984,-47.528316497802734,2.0
60,-64.63729858398438,25.940174102783203,5.0
61,31.724903106689453,-13.240837097167969,9.0
62,33.89641189575195,-24.0356502532959,5.0
63,9.177408218383789,36.60942840576172,1.0
64,71.31363677978516,-0.2938137650489807,3.0
65,-39.58688735961914,-23.905675888061523,1.0
66,-3.9560108184814453,-50.673641204833984,2.0
67,-76.83631134033203,-5.954409122467041,8.0
68,-33.134071350097656,-38.79909133911133,2.0
69,1.0993376970291138,-0.6610841155052185,4.0
70,20.7297420501709,4.298027515411377,4.0
71,66.40086364746094,-11.747052192687988,3.0
72,-38.601890563964844,-1.6489499807357788,7.0
73,22.678632736206055,7.990171909332275,4.0
74,-13.254327774047852,-35.73965835571289,2.0
75,-39.99995422363281,-10.974761009216309,7.0
76,-82.73841857910156,-6.539367198944092,8.0
77,-72.77196502685547,23.45745849609375,5.0
78,22.408748626708984,62.38298034667969,0.0
79,42.41714096069336,0.4712367653846741,5.0
80,-25.018068313598633,63.181114196777344,8.0
81,-26.070816040039062,-51.0440559387207,2.0
82,57.397586822509766,-25.442699432373047,3.0
83,32.181827545166016,-55.947235107421875,6.0
84,21.49388885498047,52.10233688354492,4.0
85,56.430091857910156,-26.71048355102539,3.0
86,57.09209442138672,-10.808152198791504,9.0
87,54.74211120605469,-17.365848541259766,9.0
88,-11.942120552062988,-46.636680603027344,2.0
89,-63.714603424072266,38.94687271118164,5.0
90,-28.362714767456055,53.99703598022461,8.0
91,-31.799739837646484,-39.8233642578125,2.0
92,-16.057065963745117,14.855332374572754,9.0
93,-35.99945831298828,-48.47914123535156,1.0
94,51.57283401489258,3.1598317623138428,9.0
95,-65.03101348876953,-0.06752143800258636,8.0
96,-45.980369567871094,3.162667751312256,7.0
97,69.95826721191406,-3.862614631652832,3.0
98,-28.135623931884766,-38.39563751220703,2.0
99,60.49092102050781,-24.57438850402832,3.0
100,-34.96304702758789,0.2545252740383148,7.0
101,58.7628173828125,-23.383718490600586,3.0
102,-34.97236633300781,-19.246442794799805,7.0
103,68.08975219726562,8.470539093017578,3.0
104,66.11302185058594,-12.141573905944824,3.0
105,-6.038751602172852,-14.09818172454834,4.0
106,-65.605712890625,34.97224044799805,5.0
107,68.73136138916016,-20.77934455871582,3.0
108,16.172260284423828,33.32870101928711,1.0
109,4.705047607421875,0.8205820322036743,4.0
110,0.0819227546453476,52.9354248046875,0.0
111,63.49624252319336,-23.235666275024414,3.0
112,-14.710922241210938,77.37660217285156,8.0
113,27.764564514160156,-66.65906524658203,6.0
114,23.01959991455078,70.05947875976562,0.0
115,66.1355972290039,18.877117156982422,3.0
116,17.274229049682617,25.15494155883789,1.0
117,35.11605453491211,41.47492599487305,9.0
118,-25.963544845581055,-24.040014266967773,2.0
119,-53.305809020996094,6.454006195068359,7.0
120,18.939353942871094,-21.16717529296875,1.0
121,-50.33173751831055,5.814265251159668,7.0
122,-52.04987716674805,-4.250422954559326,7.0
123,1.23566734790802,19.875415802001953,7.0
124,-68.85162353515625,26.35203742980957,5.0
125,-71.54634094238281,-3.120253801345825,8.0
126,-74.95296478271484,-6.691526412963867,8.0
127,12.158929824829102,-33.62303924560547,7.0
128,20.28495216369629,-65.2009506225586,6.0
129,37.41267776489258,-49.58554458618164,6.0
130,39.573944091796875,-15.71894359588623,9.0
131,-13.278202056884766,44.11339569091797,0.0
132,-33.957489013671875,-52.687435150146484,2.0
133,-5.792464256286621,52.866539001464844,0.0
134,2.3229215145111084,19.51895523071289,7.0
135,3.218153476715088,2.596940040588379,4.0
136,30.78621482849121,-47.3006591796875,6.0
137,-39.10841369628906,-43.6280632019043,1.0
138,-46.8447380065918,-5.82636833190918,7.0
139,64.775146484375,12.933782577514648,3.0
140,57.03512954711914,21.329814910888672,3.0
141,-10.58342456817627,80.49808502197266,8.0
142,16.754837036132812,-61.28862380981445,6.0
143,47.875465393066406,-6.214357376098633,9.0
144,-37.170066833496094,-43.33252716064453,1.0
145,-37.66147994995117,-21.23712158203125,7.0
146,-58.27215576171875,47.23045349121094,5.0
147,20.08235740661621,-9.553182601928711,9.0
148,-25.789974212646484,45.9096565246582,0.0
149,-30.430585861206055,-45.72541427612305,2.0
150,13.868541717529297,-60.38948059082031,6.0
151,21.16486930847168,55.07414245605469,4.0
152,9.83301067352295,33.968441009521484,1.0
153,-48.52090072631836,5.7974066734313965,7.0
154,-1.8981927633285522,-0.1633826345205307,4.0
155,-1.3968088626861572,-19.677268981933594,2.0
156,15.830212593078613,33.82341384887695,1.0
157,0.5706441402435303,44.84288024902344,1.0
158,-65.93920135498047,42.74972915649414,5.0
159,-24.385831832885742,-51.31656265258789,2.0
160,64.58396911621094,-9.262435913085938,3.0
161,18.25409507751465,51.83076095581055,0.0
162,-29.666015625,-11.548439979553223,4.0
163,-16.17210578918457,-57.639766693115234,2.0
164,-34.603240966796875,41.243675231933594,0.0
165,25.49165916442871,-53.6284065246582,6.0
166,-11.432001113891602,12.948071479797363,9.0
167,25.122962951660156,-11.19475269317627,4.0
168,-16.95680809020996,-35.32705307006836,2.0
169,3.7718677520751953,61.72937774658203,0.0
170,-37.40806198120117,-21.658048629760742,7.0
171,15.116721153259277,-70.8994369506836,6.0
172,66.46195220947266,2.5443601608276367,3.0
173,-16.61019515991211,-34.832908630371094,2.0
174,-29.108753204345703,-34.481781005859375,2.0
175,67.7085189819336,-4.974458694458008,3.0
176,69.5461654663086,13.545242309570312,3.0
177,14.084864616394043,-62.910518646240234,6.0
178,29.50114631652832,-25.392349243164062,5.0
179,-32.13582229614258,43.841217041015625,0.0
180,-30.565460205078125,43.009212493896484,0.0
181,16.389244079589844,24.929914474487305,1.0
182,61.57236099243164,12.744190216064453,3.0
183,-49.95722961425781,-3.9834702014923096,7.0
184,10.761750221252441,48.106136322021484,1.0
185,-68.0411605834961,28.882104873657227,5.0
186,-59.51810836791992,40.22935104370117,5.0
187,-12.041858673095703,78.12435150146484,8.0
188,-29.982311248779297,-16.797489166259766,7.0
189,32.23771667480469,-68.97456359863281,6.0
190,-50.15389633178711,-21.87500762939453,7.0
191,-7.853608131408691,44.12091827392578,0.0
192,-8.121323585510254,-54.564517974853516,2.0
193,-38.5235710144043,-1.2073416709899902,7.0
194,1.6527519226074219,-9.92881965637207,4.0
195,-4.761734485626221,-50.26628494262695,2.0
196,19.94497299194336,69.59521484375,0.0
197,-70.63011932373047,25.263675689697266,5.0
198,-27.764524459838867,-49.45734786987305,1.0
199,-17.306447982788086,67.86316680908203,8.0
200,-69.25128936767578,1.582796335220337,8.0
201,-23.711933135986328,-40.39668655395508,2.0
202,25.36403465270996,-57.367671966552734,6.0
203,-17.05864143371582,-40.755550384521484,2.0
204,-10.687642097473145,-55.82834243774414,2.0
205,12.22378921508789,65.16797637939453,0.0
206,18.786439895629883,-48.480255126953125,6.0
207,43.539527893066406,9.360034942626953,5.0
208,10.260168075561523,36.73605728149414,1.0
209,-51.86450958251953,-2.996276378631592,7.0
210,55.918251037597656,-27.90677261352539,3.0
211,-47.319549560546875,1.2619643211364746,7.0
212,55.027339935302734,-22.40406036376953,3.0
213,16.208377838134766,23.267488479614258,1.0
214,42.83791732788086,-13.75070571899414,9.0
215,-1.2434109449386597,24.466297149658203,9.0
216,55.02924346923828,-25.73257827758789,3.0
217,-25.068578720092773,-35.37931442260742,2.0
218,67.34361267089844,-20.69014549255371,3.0
219,13.037729263305664,14.240461349487305,4.0
220,-59.54231262207031,38.45732498168945,5.0
221,20.00994873046875,69.02397918701172,0.0
222,13.698857307434082,68.37544250488281,0.0
223,1.8472390174865723,18.69610595703125,7.0
224,47.93630599975586,-6.164855480194092,9.0
225,15.37934398651123,38.10276794433594,1.0
226,43.48958206176758,22.99396514892578,8.0
227,10.863842964172363,59.726200103759766,0.0
228,-35.53679656982422,-13.31811237335205,7.0
229,-39.466827392578125,-13.885363578796387,7.0
230,-16.612060546875,-40.80870056152344,2.0
231,-62.96117401123047,45.7634162902832,5.0
232,57.187835693359375,-13.383130073547363,9.0
233,57.29124450683594,15.336615562438965,3.0
234,-57.550498962402344,40.927581787109375,5.0
235,25.753782272338867,-24.920982360839844,5.0
236,11.16471004486084,5.622190952301025,4.0
237,-35.98306655883789,-20.762489318847656,7.0
238,-13.984192848205566,8.520282745361328,9.0
239,0.693192183971405,18.914030075073242,7.0
240,-71.66499328613281,-2.693621873855591,8.0
241,-55.07328796386719,3.760687828063965,8.0
242,-32.66434097290039,-42.99812316894531,2.0
243,42.482444763183594,3.3229787349700928,5.0
244,-68.5433120727539,0.14836212992668152,8.0
245,66.56051635742188,-20.30098533630371,3.0
246,-50.84577941894531,6.763833999633789,7.0
247,-71.3180923461914,37.79007339477539,5.0
248,-70.94091796875,-4.348968505859375,8.0
249,11.000596046447754,59.32364273071289,0.0
250,17.6280574798584,-23.91707420349121,1.0
251,-71.79341888427734,36.35248565673828,5.0
252,-65.1097183227539,27.22878074645996,5.0
253,-17.87139892578125,-40.03839874267578,2.0
254,17.061145782470703,64.63235473632812,0.0
255,-44.92471694946289,5.242613792419434,7.0
256,2.1365413665771484,27.365358352661133,9.0
257,9.365811347961426,48.748863220214844,1.0
258,19.505477905273438,-69.00218200683594,6.0
259,-7.295030117034912,-55.451560974121094,2.0
260,-0.23480449616909027,-18.884349822998047,4.0
261,54.548648834228516,-27.32844352722168,5.0
262,23.456008911132812,3.0570459365844727,4.0
263,63.401123046875,19.2969970703125,3.0
264,48.993614196777344,-14.930425643920898,9.0
265,10.32390022277832,-46.24187088012695,6.0
266,21.517841339111328,-68.02652740478516,6.0
267,-4.8286542892456055,-12.918987274169922,4.0
268,23.028345108032227,68.66082000732422,0.0
269,-9.151083946228027,34.597267150878906,1.0
270,40.723876953125,-3.1675243377685547,5.0
271,-34.49887466430664,-19.399948120117188,7.0
272,46.28938674926758,-7.083627223968506,9.0
273,5.1309990882873535,39.498199462890625,1.0
274,-37.34764862060547,-9.545623779296875,7.0
275,20.637432098388672,-69.7341537475586,6.0
276,-24.619121551513672,31.19196319580078,8.0
277,-2.203951835632324,-6.484777927398682,4.0
278,20.460800170898438,12.277576446533203,4.0
279,-47.672855377197266,5.018949031829834,7.0
280,32.96242141723633,-68.53789520263672,6.0
281,62.592750549316406,10.769563674926758,3.0
282,-10.89377212524414,32.50695037841797,0.0
283,-39.71428680419922,-9.060965538024902,7.0
284,-53.4022216796875,0.8092215657234192,7.0
285,-19.14262580871582,-34.92034149169922,2.0
286,-23.44211196899414,46.9715576171875,0.0
287,20.982627868652344,-64.7831802368164,6.0
288,-3.7386200428009033,-14.692767143249512,4.0
289,-14.983885765075684,-46.41630172729492,2.0
290,-78.26423645019531,-8.407699584960938,8.0
291,15.73672866821289,24.22908592224121,1.0
292,13.753381729125977,-61.63289260864258,6.0
293,-15.82949447631836,73.42362213134766,8.0
294,-53.5791130065918,8.439986228942871,7.0
295,-16.25560188293457,-47.71689224243164,2.0
296,-1.5474730730056763,27.11490249633789,1.0
297,-5.925689697265625,-55.43655776977539,2.0
298,14.092255592346191,24.435955047607422,1.0
299,-48.747833251953125,-4.618171691894531,7.0
300,-69.78366088867188,-3.4804766178131104,8.0
301,-48.7448616027832,6.0179853439331055,7.0
302,15.629063606262207,35.680110931396484,1.0
303,-71.72490692138672,27.312625885009766,5.0
304,38.95716857910156,-12.546440124511719,9.0
305,2.18827748298645,54.70823287963867,0.0
306,-50.92304229736328,-7.369639873504639,7.0
307,-63.69094467163086,32.029937744140625,5.0
308,27.46632194519043,-68.97200012207031,6.0
309,21.04524803161621,-45.06843566894531,6.0
310,-9.538312911987305,38.679141998291016,1.0
311,-26.679765701293945,36.89311981201172,8.0
312,-74.05030059814453,32.53761291503906,5.0
313,-63.13098907470703,40.92338943481445,5.0
314,32.85735321044922,-66.16940307617188,6.0
315,16.315542221069336,23.241249084472656,1.0
316,-26.695663452148438,48.34760665893555,8.0
317,-71.45890808105469,2.868574619293213,8.0
318,-33.95460510253906,44.537757873535156,8.0
319,63.41282653808594,14.858203887939453,3.0
320,-33.679039001464844,44.60609817504883,0.0
321,17.049802780151367,26.781959533691406,1.0
322,-9.659438133239746,-19.661672592163086,4.0
323,3.5373294353485107,54.80958938598633,0.0
324,67.04627990722656,11.655637741088867,3.0
325,25.93710708618164,-66.04232788085938,6.0
326,-35.577999114990234,-6.542211055755615,7.0
327,-61.01469039916992,34.19906997680664,5.0
328,-24.556137084960938,-51.71413040161133,2.0
329,11.856322288513184,50.306705474853516,1.0
330,10.3278226852417,60.54433059692383,0.0
331,-17.12383460998535,-30.436128616333008,2.0
332,-8.700837135314941,-18.573331832885742,2.0
333,-25.999906539916992,-34.42943572998047,2.0
334,-32.22941207885742,-48.86967086791992,1.0
335,-1.2336665391921997,18.585786819458008,7.0
336,-66.45655822753906,26.0445613861084,5.0
337,35.9324836730957,-62.4105339050293,6.0
338,-74.19303131103516,33.10793685913086,5.0
339,19.603897094726562,-66.50382232666016,6.0
340,-9.749893188476562,43.09502410888672,0.0
341,63.94527053833008,1.9725754261016846,3.0
342,13.984664916992188,75.25312805175781,9.0
343,-8.198799133300781,43.859920501708984,0.0
344,-2.5210421085357666,-24.073545455932617,4.0
345,-3.8888981342315674,32.43619918823242,1.0
346,57.30856704711914,2.9069252014160156,9.0
347,-72.49266815185547,33.25019073486328,5.0
348,-1.0757861137390137,52.94047546386719,0.0
349,-4.379516124725342,-17.112945556640625,4.0
350,-19.037128448486328,-39.72613525390625,2.0
351,-67.41325378417969,3.37023663520813,8.0
352,35.68328094482422,-41.38968276977539,6.0
353,70.56903076171875,-3.463747978210449,3.0
354,1.8934270143508911,-10.158483505249023,4.0
355,-22.298349380493164,41.952388763427734,0.0
356,-7.29688024520874,-52.321990966796875,2.0
357,32.522125244140625,-70.28775024414062,6.0
358,39.48032760620117,4.900134563446045,5.0
359,21.436038970947266,52.2100944519043,4.0
360,35.1433219909668,-11.106096267700195,9.0
361,-16.046222686767578,12.97890853881836,9.0
362,-23.5888729095459,72.66486358642578,8.0
363,-67.5396499633789,-0.864319920539856,8.0
364,17.855243682861328,-71.52214050292969,6.0
365,-64.63814544677734,33.97477340698242,5.0
366,-80.61592102050781,-8.77652359008789,8.0
367,12.332697868347168,66.88600158691406,0.0
368,-19.942859649658203,-57.23686218261719,2.0
369,27.90141487121582,-25.12139892578125,5.0
370,-50.72572326660156,-23.27272605895996,1.0
371,-39.31114959716797,-5.335979461669922,7.0
372,-26.024721145629883,42.8166618347168,8.0
373,-33.406951904296875,-41.5285530090332,2.0
374,-41.39741897583008,-23.093856811523438,7.0
375,16.46582794189453,-67.93911743164062,6.0
376,40.2866325378418,2.4441463947296143,5.0
377,58.5794563293457,-16.53099250793457,3.0
378,-25.84865951538086,60.36774826049805,8.0
379,67.70728302001953,0.7650580406188965,3.0
380,-36.777183532714844,-34.90290069580078,1.0
381,-18.45692253112793,-56.524471282958984,2.0
382,-79.9122543334961,-1.3557714223861694,8.0
383,-23.38286590576172,44.23115921020508,0.0
384,63.33662033081055,-24.693927764892578,3.0
385,26.183441162109375,-24.622953414916992,5.0
386,3.1358344554901123,61.35089111328125,0.0
387,-25.626440048217773,-51.728580474853516,2.0
388,39.747432708740234,36.038787841796875,9.0
389,69.03094482421875,-2.4384288787841797,3.0
390,27.697359085083008,-46.63529586791992,6.0
391,18.862905502319336,-48.79338455200195,6.0
392,-2.6152923107147217,-8.705965995788574,4.0
393,69.70584869384766,-13.149706840515137,3.0
394,64.06322479248047,-16.500106811523438,3.0
395,1.5497769117355347,-3.786451578140259,4.0
396,0.9466195702552795,2.059455156326294,4.0
397,13.71707820892334,18.12715721130371,4.0
398,14.851963996887207,63.5031852722168,0.0
399,-21.618621826171875,47.79417037963867,0.0
400,65.21190643310547,-5.402040958404541,3.0
401,-16.25979995727539,-27.561725616455078,4.0
402,-70.1522445678711,-3.796328067779541,8.0
403,68.68502044677734,19.341081619262695,3.0
